,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location,year,month
392131,37029722,08/26/2017 01:29:38 AM,08/26/2017 02:24:27 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11356.0,,,,,POPPENHUSEN AVENUE,117 STREET,INTERSECTION,COLLEGE POINT,Precinct,Closed,08/26/2017 09:29:38 AM,The Police Department reviewed your complaint and provided additional information below.,08/26/2017 02:24:27 AM,07 QUEENS,QUEENS,1025358.0,227682.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.791514986407215,-73.85154210984835,"(40.791514986407, -73.851542109848)",2017,8
182538,34934305,12/05/2016 04:40:18 PM,12/05/2016 06:54:58 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10466.0,1355 EAST 224 STREET,EAST 224 STREET,BEND,BOSTON ROAD,,,ADDRESS,BRONX,Precinct,Closed,12/06/2016 12:40:18 AM,The Police Department issued a summons in response to the complaint.,12/05/2016 06:54:58 PM,12 BRONX,BRONX,1027891.0,259948.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88006352779825,-73.84218449147122,"(40.880063527798, -73.842184491471)",2016,12
653086,35052454,12/18/2016 07:00:51 AM,12/18/2016 07:05:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11237.0,,,,,HARRISON PLACE,STEWART AVENUE,INTERSECTION,BROOKLYN,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,12/18/2016 07:05:00 PM,01 BROOKLYN,BROOKLYN,1004938.0,197012.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.707405002874324,-73.92538142362922,"(40.707405002874, -73.925381423629)",2016,12
841064,31679645,10/04/2015 10:12:58 PM,10/06/2015 03:19:56 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040.0,615 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/06/2015 03:19:56 PM,12 MANHATTAN,MANHATTAN,1001803.0,251093.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.855849700142116,-73.93654760743698,"(40.855849700142, -73.936547607437)",2015,10
392144,37821962,11/30/2017 06:01:12 PM,11/30/2017 07:08:03 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Street/Sidewalk,10026,70 WEST 115 STREET,WEST 115 STREET,5 AVENUE,LENOX AVENUE,,,ADDRESS,NEW YORK,Precinct,Closed,12/01/2017 02:01:12 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/30/2017 07:08:03 PM,10 MANHATTAN,MANHATTAN,998227.0,231120.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.801035919721656,-73.9495161078203,"(40.801035919722, -73.94951610782)",2017,11
930718,28601901,08/01/2014 05:35:37 AM,08/01/2014 06:01:13 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,10016.0,219 EAST 28TH STREET,EAST 28TH STREET,,,,,LATLONG,NEW YORK,Precinct,Closed,08/01/2014 01:35:37 PM,The Police Department responded to the complaint and took action to fix the condition.,08/01/2014 06:01:13 AM,06 MANHATTAN,MANHATTAN,989839.0,209530.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.741786294798274,-73.97983089781367,"(40.741786294798, -73.979830897814)",2014,8
871411,33400231,05/20/2016 02:48:00 PM,05/19/2016 02:46:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10314.0,,,,,FOREST HILL ROAD,RICHMOND AVENUE,INTERSECTION,STATEN ISLAND,,Pending,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",05/19/2016 02:46:00 PM,02 STATEN ISLAND,STATEN ISLAND,937067.0,147309.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57087956618487,-74.16983440312309,"(40.570879566185, -74.169834403123)",2016,5
559012,30459826,04/22/2015 03:05:00 PM,04/24/2015 10:45:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,10463.0,2390 PALISADE AVENUE,PALISADE AVENUE,HENRY HUDSON BRIDGE,BRADLEY TER,,,ADDRESS,BRONX,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/24/2015 10:45:00 AM,08 BRONX,BRONX,1006154.0,259675.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87939494523147,-73.92079111984847,"(40.879394945231, -73.920791119848)",2015,4
514264,34872830,11/27/2016 05:46:44 AM,11/27/2016 06:24:07 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11225.0,113 WINTHROP AVENUE,WINTHROP AVENUE,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,11/27/2016 01:46:44 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/27/2016 06:24:07 AM,09 BROOKLYN,BROOKLYN,996491.0,178553.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65675497321625,-73.9558820367708,"(40.656754973216, -73.955882036771)",2016,11
819687,38441896,02/11/2018 11:03:12 PM,02/11/2018 11:26:55 PM,NYPD,New York City Police Department,Noise,Loud Talking,Residential Building/House,11237.0,420 MELROSE STREET,MELROSE STREET,KNICKERBOCKER AVENUE,FLUSHING AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,02/12/2018 07:03:12 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/11/2018 11:26:56 PM,04 BROOKLYN,BROOKLYN,1004585.0,196166.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70508375155346,-73.92665719701627,"(40.705083751553, -73.926657197016)",2018,2
216117,31297405,08/12/2015 01:31:13 PM,08/14/2015 11:09:18 AM,DOT,Department of Transportation,Street Condition,Cave-in,Street,10301.0,,,,,SENECA AVENUE,SCHOHARIE STREET,INTERSECTION,STATEN ISLAND,,Closed,08/22/2015 01:31:13 PM,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,08/14/2015 11:09:18 AM,01 STATEN ISLAND,STATEN ISLAND,955539.0,163027.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61410135070947,-74.10341162675277,"(40.614101350709, -74.103411626753)",2015,8
190730,32664970,02/12/2016 07:30:06 PM,03/15/2016 12:10:00 PM,HPD,Department of Housing Preservation and Development,Sanitation,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11236.0,9407 SEAVIEW AVENUE,SEAVIEW AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,03/15/2016 12:10:00 PM,18 BROOKLYN,BROOKLYN,1014235.0,169675.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6323444869582,-73.8919701390795,"(40.632344486958, -73.891970139079)",2016,2
243054,35314175,01/23/2017 08:43:49 PM,01/25/2017 02:16:13 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457.0,701 EAST  175 STREET,EAST  175 STREET,,,,,ADDRESS,BRONX,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",01/25/2017 02:16:13 AM,06 BRONX,BRONX,1013766.0,246344.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.842783218965714,-73.89332346310556,"(40.842783218966, -73.893323463106)",2017,1
235477,34485990,10/07/2016 09:31:59 PM,10/08/2016 07:34:32 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Store/Commercial,11220.0,6214 FIFTH AVENUE,FIFTH AVENUE,62 STREET,63 STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,10/08/2016 05:31:59 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/08/2016 07:34:32 AM,07 BROOKLYN,BROOKLYN,979391.0,171793.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63820736385548,-74.01750752321735,"(40.638207363855, -74.017507523217)",2016,10
531032,36230354,05/19/2017 12:44:25 PM,05/25/2017 09:42:33 PM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10029.0,2070 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,05/25/2017 09:42:33 PM,11 MANHATTAN,MANHATTAN,1001000.0,227235.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79036782928849,-73.93950992944634,"(40.790367829288, -73.939509929446)",2017,5
499072,38609669,03/04/2018 11:13:04 AM,03/04/2018 02:58:23 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11232,759 41 STREET,41 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,03/04/2018 07:13:04 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/04/2018 02:58:23 PM,07 BROOKLYN,BROOKLYN,984412.0,174903.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64674497713927,-73.99941622110263,"(40.646744977139, -73.999416221103)",2018,3
129843,38881598,04/07/2018 11:03:06 PM,04/07/2018 11:15:01 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373.0,42-08 79 STREET,79 STREET,WOODSIDE AVENUE,45 AVENUE,,,ADDRESS,ELMHURST,Precinct,Closed,04/08/2018 07:03:06 AM,The Police Department reviewed your complaint and provided additional information below.,04/07/2018 11:15:01 PM,04 QUEENS,QUEENS,1015799.0,210136.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74339510452495,-73.88614590375533,"(40.743395104525, -73.886145903755)",2018,4
769503,38491352,02/16/2018 10:48:37 PM,02/20/2018 12:08:47 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034.0,221 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",02/20/2018 12:08:47 PM,12 MANHATTAN,MANHATTAN,1006613.0,256644.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.871074636783696,-73.91914141009578,"(40.871074636784, -73.919141410096)",2018,2
94558,37451884,10/17/2017 08:02:06 AM,10/19/2017 02:10:12 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11226.0,1700 ALBEMARLE ROAD,ALBEMARLE ROAD,,,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",10/19/2017 02:10:12 PM,14 BROOKLYN,BROOKLYN,994400.0,174966.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64691208360381,-73.9634236369091,"(40.646912083604, -73.963423636909)",2017,10
53569,34344148,09/17/2016 10:13:48 AM,09/17/2016 11:22:09 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456.0,495 EAST 168 STREET,EAST 168 STREET,WASHINGTON AVENUE,3 AVENUE,,,ADDRESS,BRONX,Precinct,Closed,09/17/2016 06:13:48 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/17/2016 11:22:09 AM,03 BRONX,BRONX,1010141.0,242143.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83126407041879,-73.90644112062378,"(40.831264070419, -73.906441120624)",2016,9
646201,35322108,01/24/2017 12:49:09 PM,01/28/2017 02:04:04 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040.0,34 ARDEN STREET,ARDEN STREET,,,,,ADDRESS,NEW YORK,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/28/2017 02:04:04 AM,12 MANHATTAN,MANHATTAN,1004402.0,253313.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.861937381906316,-73.92714580413967,"(40.861937381906, -73.92714580414)",2017,1
200807,36945340,08/14/2017 06:26:10 AM,08/14/2017 07:16:52 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11237.0,RIDGEWOOD PLACE,RIDGEWOOD PLACE,,,,,LATLONG,BROOKLYN,Precinct,Closed,08/14/2017 02:26:10 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/14/2017 07:16:52 AM,04 BROOKLYN,BROOKLYN,1009010.0,193651.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.698169393667456,-73.91070668460671,"(40.698169393667, -73.910706684607)",2017,8
327065,28512197,07/19/2014 09:58:01 PM,07/20/2014 04:48:59 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11203.0,453 UTICA AVENUE,UTICA AVENUE,EAST NEW YORK AVENUE,MAPLE STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,07/20/2014 05:58:01 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/20/2014 04:49:00 AM,17 BROOKLYN,BROOKLYN,1003252.0,180622.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.662421993549096,-73.93150879763907,"(40.662421993549, -73.931508797639)",2014,7
544473,33971421,07/29/2016 06:59:00 PM,07/29/2016 06:59:00 PM,DSNY,BCC - Bronx,Derelict Vehicles,14 Derelict Vehicles,Street,10457.0,1790 CLINTON AVENUE,CLINTON AVENUE,CROTONA PARK NORTH,EAST 175 STREET,,,ADDRESS,BRONX,DSNY Garage,Pending,,The Department of Sanitation removed the items.,07/29/2016 06:59:00 PM,06 BRONX,BRONX,1013898.0,246036.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84193740741232,-73.89284775170445,"(40.841937407412, -73.892847751704)",2016,7
893561,33794738,07/08/2016 03:32:48 AM,07/13/2016 10:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11239.0,652 LOUISIANA AVENUE,LOUISIANA AVENUE,SEAVIEW AVENUE,TWIN PINES DRIVE,,,ADDRESS,BROOKLYN,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,07/13/2016 10:30:00 AM,18 BROOKLYN,BROOKLYN,1016306.0,174787.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.646368569045826,-73.88448446799053,"(40.646368569046, -73.884484467991)",2016,7
96704,33932469,07/26/2016 11:31:00 AM,07/26/2016 11:31:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,18 AVE,18 AVE,DEAD END ST,SEE COMMENTS FOR CROSS ST,,,BLOCKFACE,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,07/25/2016 11:31:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,,2016,7
473382,30743124,06/01/2015 09:21:55 AM,06/01/2015 10:45:49 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10463.0,3620 OXFORD AVENUE,OXFORD AVENUE,WEST 236 STREET,TULFAN TERRACE,,,ADDRESS,BRONX,Precinct,Closed,06/01/2015 05:21:55 PM,The Police Department responded to the complaint and determined that police action was not necessary.,06/01/2015 10:45:49 AM,08 BRONX,BRONX,1009535.0,262437.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88696673011718,-73.90855438553173,"(40.886966730117, -73.908554385532)",2015,6
444114,35097837,12/24/2016 04:00:33 PM,02/06/2017 09:35:37 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10030.0,678 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/06/2017 09:35:37 AM,09 MANHATTAN,MANHATTAN,999441.0,239218.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82326066693898,-73.94511290332794,"(40.823260666939, -73.945112903328)",2016,12
507528,35890260,04/07/2017 07:56:40 AM,04/07/2017 07:56:40 AM,DOT,Department of Transportation,Street Condition,Pothole,,10472.0,1630E EAST  172 STREET,EAST  172 STREET,HARROD AVENUE,MORRISON AVENUE,,,ADDRESS,BRONX,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/07/2017 07:56:40 AM,09 BRONX,BRONX,1018940.0,242358.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83182400563156,-73.87464426519236,"(40.831824005632, -73.874644265192)",2017,4
254798,34499724,10/09/2016 07:18:38 PM,10/09/2016 09:45:05 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11417.0,103-20 107 STREET,107 STREET,103 AVENUE,LIBERTY AVENUE,,,ADDRESS,OZONE PARK,Precinct,Closed,10/10/2016 03:18:38 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/09/2016 09:45:05 PM,10 QUEENS,QUEENS,1030044.0,188737.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6845977723498,-73.83488418542017,"(40.68459777235, -73.83488418542)",2016,10
261667,37664384,11/12/2017 07:55:20 AM,11/15/2017 10:06:34 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213.0,1025 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,11/15/2017 10:06:34 PM,01 BROOKLYN,BROOKLYN,999802.0,183853.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67129709988896,-73.94393659180069,"(40.671297099889, -73.943936591801)",2017,11
772968,35023987,12/15/2016 11:03:16 PM,12/16/2016 04:11:07 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11226.0,245 LENOX ROAD,LENOX ROAD,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,12/16/2016 07:03:16 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,12/16/2016 04:11:07 AM,17 BROOKLYN,BROOKLYN,997754.0,177577.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.654074231138665,-73.95133199564049,"(40.654074231139, -73.95133199564)",2016,12
531284,24040808,09/17/2012 03:53:00 PM,09/19/2012 09:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10471.0,5724 FARADAY AVENUE,FARADAY AVENUE,FIELDSTON RD,BEND,,,ADDRESS,BRONX,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,09/19/2012 09:30:00 AM,08 BRONX,BRONX,1012112.0,268981.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.904920152632435,-73.8992071948864,"(40.904920152632, -73.899207194886)",2012,9
821515,31749880,10/14/2015 07:23:38 PM,10/14/2015 10:36:09 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368.0,33-27 99 STREET,99 STREET,NORTHERN BOULEVARD,34 AVENUE,,,ADDRESS,CORONA,Precinct,Closed,10/15/2015 03:23:38 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,10/14/2015 10:36:09 PM,03 QUEENS,QUEENS,1020446.0,214898.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7564477795907,-73.86935019254993,"(40.756447779591, -73.86935019255)",2015,10
772648,19875826,02/19/2011 08:46:00 AM,02/26/2011 12:00:00 PM,DSNY,BCC - Staten Island,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,10310.0,324 BROADWAY,BROADWAY,NOBLE PLACE,SOUTH STREET,,,ADDRESS,STATEN ISLAND,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,02/26/2011 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,951779.0,170085.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63346108504719,-74.11698837619616,"(40.633461085047, -74.116988376196)",2011,2
799962,38892268,04/09/2018 07:28:07 AM,04/09/2018 10:57:24 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10475.0,,,,,NEW ENGLAND THRUWAY,HUNTER AVENUE,INTERSECTION,BRONX,Precinct,Closed,04/09/2018 03:28:07 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/09/2018 10:57:24 AM,12 BRONX,BRONX,1030321.0,259621.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8791536654176,-73.83339934363046,"(40.879153665418, -73.83339934363)",2018,4
195001,38746265,03/21/2018 12:44:00 PM,03/22/2018 08:56:13 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10458.0,2995 BOTANICAL SQUARE,BOTANICAL SQUARE,,,,,ADDRESS,BRONX,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,03/22/2018 08:56:13 AM,07 BRONX,BRONX,1016994.0,255432.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86771566456841,-73.88161246880681,"(40.867715664568, -73.881612468807)",2018,3
729156,32534152,01/26/2016 06:13:29 AM,01/28/2016 01:20:12 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10453.0,1815 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/28/2016 01:20:12 AM,05 BRONX,BRONX,1008523.0,248772.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.849463330066406,-73.91226387668796,"(40.849463330066, -73.912263876688)",2016,1
